OBJECTID,STOPNAME,SHAPE,STOPID,STOPABBR,BENCH,SHELTER,ROUTES,COUNTY,LON,LAT
2764,US RT 40 & OP BROADLEAF DR,"(39.60761100000008, -75.72006999999996)",2557,40EB,1,1,40,,-75720070,39607611
2765,US RT 40 & RICKEY BLVD,"(39.608577000000025, -75.71065799999997)",2558,40ER,0,0,40,,-75710658,39608577
2766,US RT40 & FAIRWINDS TP,"(39.64425300000005, -75.63964599999997)",2581,40FA,0,0,54,,-75639646,39644253
2767,US RT40 & OP FIR AVE,"(39.64626000000004, -75.63607999999994)",2582,40FI,0,0,54,,-75636080,39646260
2768,US RT40 & OP FOX RUN S C,"(39.60832400000004, -75.71617699999996)",312,40FO,0,0,40,,-75716177,39608324
2769,4TH ST & FRANKLIN ST,"(39.74568000000005, -75.56392299999999)",956,40FR,0,0,4,,-75563923,39745680
2770,US RT40 & FOX RUN SHOP CTR,"(39.60805200000004, -75.71447499999994)",314,40FX,1,1,40,,-75714475,39608052
2771,US RT 40 @ GOVERNORS SQ PLAZA 2,"(39.630232000000035, -75.66566499999993)",3551,40G2,1,1,"40, 64",,-75665665,39630232
2772,US RT 40 @ GLASGOW AVE,"(39.60565600000007, -75.74606199999994)",3470,40GA,0,0,"40, 42, 46, 302",,-75746062,39605656
2773,US RT40 & GLENDALE BLVD,"(39.62792300000007, -75.67004299999996)",319,40GD,1,1,"40, 64",,-75670043,39627923
2774,US RT40 & GLASGOW DR,"(39.620682000000045, -75.68992799999995)",309,40GL,0,0,"40, 64",,-75689928,39620682
2775,US RT40 & GOVERNORS SQ ENT,"(39.63135900000003, -75.66309099999995)",306,40GO,1,1,"40, 64",,-75663091,39631359
2776,US RT40 & OP GOVERNORS SQ ENT,"(39.63147100000003, -75.66188699999998)",320,40GS,1,1,"40, 54",,-75661887,39631471
2777,US RT 40 & HOLLY AVE,"(39.64462700000007, -75.63971299999997)",2584,40HO,0,0,54,,-75639713,39644627
2778,US RT40 @ HOTEL @ DE 1 RAMP,"(39.63951300000008, -75.64890699999995)",3624,40HT,0,0,54,,-75648907,39639513
2779,US RT 40 @ WEST ENT PEOPLES PLAZA,"(39.60434500000008, -75.74887199999995)",3819,40NT,0,0,40,,-75748872,39604345
2780,US RT 40 @ PERCH CREEK DR,"(39.60386100000005, -75.76465199999996)",3331,40PE,0,0,46,,-75764652,39603861
2781,US RT40 & PORTER RD,"(39.61877100000004, -75.69413299999997)",316,40PO,1,1,"40, 64",,-75694133,39618771
2782,US RT40 & PEOPLES PLAZA PNR,"(39.60273300000006, -75.74602999999996)",313,40PP,1,1,"40, 42, 46, 302",,-75746030,39602733
2783,US RT40 LA GRANGE PARKWAY,"(39.60397400000005, -75.76314999999994)",3334,40PW,0,0,46,,-75763150,39603974
2784,US RT40 & SALEM CHURCH RD,"(39.61836800000003, -75.69595799999996)",310,40SA,0,0,"40, 64",,-75695958,39618368
2785,US RT40 & SCOTLAND DR,"(39.61094300000008, -75.70566299999996)",311,40SC,0,0,"40, 64",,-75705663,39610943
2786,US RT40 @ SPRINGSIDE BLVD,"(39.60366800000003, -75.75438199999996)",3332,40SE,0,0,46,,-75754382,39603668
2787,US RT40 & SCOTLAND DR,"(39.61167100000006, -75.70370399999996)",315,40SL,1,1,"40, 64",,-75703704,39611671
2788,US RT 40 @ OLD TOWN HALL CTR,"(39.624546000000066, -75.67965499999997)",3468,40TH,0,0,"40, 64",,-75679655,39624546
2789,US RT 40 @ AIKEN AVE,"(39.607046000000025, -75.73049699999996)",3469,40WA,0,0,40,,-75730497,39607046
2790,US RT 40 & BROADLEAF DR,"(39.60803000000004, -75.71946699999995)",2556,40WB,0,0,40,,-75719467,39608030
2791,US RT 40 & WELLINGTON DR,"(39.62268400000005, -75.68440099999998)",2553,40WE,0,0,"40, 64",,-75684401,39622684
2792,US RT 40 & FIR AVE,"(39.64621000000005, -75.63689999999997)",2583,40WF,0,0,54,,-75636900,39646210
2793,US RT 40 & WALTHER RD,"(39.62788100000006, -75.67139999999995)",2552,40WL,0,0,"40, 64",,-75671400,39627881
2794,US RT 40 & OP RICKEY BLVD,"(39.608569000000045, -75.71280599999994)",2555,40WR,0,0,40,,-75712806,39608569
2795,4TH ST & FRANKLIN ST,"(39.745588000000055, -75.56419299999999)",1000,41FR,0,0,4,,-75564193,39745588
2796,4TH ST & HAWLEY ST,"(39.75154300000003, -75.57837599999993)",1303,41HA,0,0,4,,-75578376,39751543
2797,4TH ST & WALNUT ST,"(39.73932400000007, -75.54846899999995)",1279,41WA,0,0,15,,-75548469,39739324
2798,4TH ST & BROOM ST,"(39.74625400000008, -75.56587399999995)",241,4EBR,0,0,4,,-75565874,39746254
2799,4TH ST & BAYARD AVE,"(39.75000600000004, -75.57503899999995)",3382,4EBY,0,0,4,,-75575039,39750006
2800,4TH ST & CHURCH ST,"(39.73671500000006, -75.54245399999996)",1626,4ECH,0,0,"8, 15",,-75542454,39736715
2801,4TH ST & CLAYTON ST,"(39.747213000000045, -75.56825899999995)",997,4ECL,0,0,4,,-75568259,39747213
2802,4TH ST & FRENCH ST,"(39.73974700000008, -75.54973099999995)",2460,4EFR,0,0,15,,-75549731,39739747
2803,4TH ST & GREENHILL AVE,"(39.751918000000046, -75.57973399999997)",1304,4EGR,0,0,4,,-75579734,39751918
2804,4TH ST & HAWLEY ST,"(39.75132200000007, -75.57826399999993)",3381,4EHW,0,0,4,,-75578264,39751322
2805,4TH ST & JACKSON ST,"(39.74427500000007, -75.56094299999995)",1003,4EJA,0,0,4,,-75560943,39744275
2806,4TH ST & LOMBARD ST,"(39.738312000000064, -75.54636199999999)",1623,4ELO,0,0,15,,-75546362,39738312
2807,4TH ST & MONROE ST,"(39.74332000000004, -75.55870699999997)",90,4EMO,1,0,"4, 5",,-75558707,39743320
2808,4TH ST & POPLAR ST,"(39.73881700000004, -75.54757899999998)",1622,4EPO,0,0,15,,-75547579,39738817
2809,4TH ST & SCOTT ST,"(39.74829600000004, -75.57077399999997)",995,4ESC,0,0,4,,-75570774,39748296
2810,4TH ST & OP SPRUCE ST,"(39.73748400000005, -75.54433199999994)",1625,4ESP,0,0,15,,-75544332,39737484
2811,4TH ST & WASHINGTON ST,"(39.74182200000007, -75.55501099999998)",1006,4EWA,1,1,"4, 5",,-75555011,39741822
2812,4TH ST & BROOM ST,"(39.74653100000006, -75.56601399999994)",957,4WBR,0,0,4,,-75566014,39746531
2813,4TH ST & CHURCH ST,"(39.736864000000025, -75.54230599999994)",1792,4WCH,0,0,"8, 15",,-75542306,39736864
2814,4TH ST & CLAYTON ST,"(39.74730100000005, -75.56795899999997)",958,4WCL,0,0,4,,-75567959,39747301
2815,4TH ST & FERRIS ST,"(39.750620000000026, -75.57608799999997)",1302,4WFE,1,0,4,,-75576088,39750620
2816,4TH ST & LOMBARD ST,"(39.73851600000006, -75.54645599999998)",1277,4WLO,0,0,15,,-75546456,39738516
2817,4TH ST & MONROE ST,"(39.74361200000004, -75.55880899999994)",84,4WMO,1,0,"4, 5",,-75558809,39743612
2818,4TH ST & ORANGE ST,"(39.741157000000044, -75.55276099999998)",950,4WOR,0,0,"4, 5",,-75552761,39741157
2819,4TH ST & SCOTT ST,"(39.74835100000007, -75.57048899999995)",960,4WSC,0,0,4,,-75570489,39748351
2820,4TH ST & SPRUCE ST,"(39.73741000000007, -75.54372199999995)",1793,4WSP,0,0,15,,-75543722,39737410
2821,4TH ST & VAN BUREN ST,"(39.74477800000005, -75.56173799999993)",954,4WVA,1,1,4,,-75561738,39744778
2822,4TH ST & WASHINGTON ST,"(39.74209900000005, -75.55511399999995)",951,4WWA,0,0,"4, 5",,-75555114,39742099
2823,DE RT 18/404 EAST AT CHAPLINS CHAPEL RD,"(38.710124000000064, -75.53288999999995)",2970,525J,0,0,212,,-75532890,38710124
2824,HARBESON RD AT US 9 SB,"(38.724931000000026, -75.28571599999998)",3855,5AT9,0,0,303,,-75285716,38724931
2825,LEWES TRANSIT CENTER,"(38.74817600000006, -75.16985499999998)",3852,5PTS,0,0,"201, 203, 204, 206, 305",,-75169855,38748176
2826,6TH ST-NC & DELAWARE ST,"(39.66191900000007, -75.56684899999993)",173,6NDE,0,0,15,,-75566849,39661919
2827,6TH ST-NC & TREMONT ST,"(39.66100700000004, -75.56803699999995)",1741,6NTR,0,0,15,,-75568037,39661007
2828,6TH ST-NC & DELAWARE AVE,"(39.66186300000004, -75.56716699999998)",164,6SDE,0,0,15,,-75567167,39661863
2829,6TH ST-NC & SOUTH ST,"(39.65994800000004, -75.56956099999996)",1679,6SSO,0,0,15,,-75569561,39659948
2830,6TH ST-NC & TREMONT ST,"(39.66093900000004, -75.56826799999999)",1678,6STR,0,0,15,,-75568268,39660939
2831,DEL RT 72 @ DAWSON DR,"(39.65023000000008, -75.73234299999996)",3325,72DN,0,0,"53, 55",,-75732343,39650230
2832,DEL RT 72 @ BELLEVUE RD,"(39.650434000000075, -75.73287799999997)",3339,72DS,0,0,"53, 55",,-75732878,39650434
2833,DEL RT 72 @ KENMAR DR,"(39.659917000000064, -75.73534699999993)",3665,72KM,0,0,"53, 55",,-75735347,39659917
2834,DEL RT 72 & OP NEWARK LIBRARY,"(39.682922000000076, -75.73627899999997)",282,72NL,1,1,"6, 34",,-75736279,39682922
2835,DEL RT 72 & OGLETOWN RD,"(39.68518700000004, -75.73667999999998)",1193,72NO,1,0,6,,-75736680,39685187
2836,DE RT 72 @ PENCADER PLAZA,"(39.658848000000035, -75.73532099999994)",3663,72PP,0,0,"53, 55",,-75735321,39658848
2837,DEL RT 72 @ WYOMING ROAD,"(39.68059900000003, -75.73602099999994)",3690,72WR,0,0,55,,-75736021,39680599
2838,7TH ST & SOUTH ST,"(39.66006500000003, -75.57115299999998)",1739,7ESO,0,0,15,,-75571153,39660065
2839,7TH ST-NC & UMBRELLA ROW,"(39.65937400000007, -75.57274199999995)",1738,7NUM,0,0,15,,-75572742,39659374
2840,7TH ST-NC & SOUTH ST,"(39.66013000000004, -75.57115899999997)",1680,7SSO,0,0,15,,-75571159,39660130
2841,7TH ST-NC & UMBRELLA ROW,"(39.65936500000004, -75.57298099999997)",1681,7SUM,0,0,15,,-75572981,39659365
2842,8TH ST & KIRKWOOD ST,"(39.74063800000005, -75.54236599999996)",1280,80KI,0,0,8,,-75542366,39740638
2843,8TH ST & WASHINGTON ST,"(39.74511300000006, -75.55334099999999)",1287,80WA,0,0,8,,-75553341,39745113
2844,8TH ST & ADAMS ST,"(39.74681100000004, -75.55740599999996)",1289,8WAD,0,0,8,,-75557406,39746811
2845,8TH ST & BROOM ST,"(39.74931400000003, -75.56357499999996)",1294,8WBR,0,0,8,,-75563575,39749314
2846,8TH ST & CLAYTON ST,"(39.750312000000065, -75.56596299999995)",115,8WCL,0,0,8,,-75565963,39750312
2847,8TH ST & DUPONT ST,"(39.75074100000006, -75.56713299999996)",1296,8WDU,0,0,8,,-75567133,39750741
2848,8TH ST & HARRISON ST,"(39.748158000000046, -75.56072999999998)",1292,8WHA,0,0,8,,-75560730,39748158
2849,8TH ST & KING ST,"(39.74307700000003, -75.54821799999996)",908,8WKI,0,0,"8, 14, 33, 34, 35, 40, 52, 54, 55",,-75548218,39743077
2850,8TH ST & LINCOLN ST,"(39.751738000000046, -75.56963799999994)",1298,8WLI,0,0,8,,-75569638,39751738
2851,8TH ST & LOMBARD ST,"(39.74128300000007, -75.54392499999994)",1282,8WLO,0,0,8,,-75543925,39741283
2852,8TH ST & MORROW ST,"(39.74610000000007, -75.55574099999995)",1288,8WMA,0,0,8,,-75555741,39746100
2853,8TH ST & ORANGE ST,"(39.74404000000004, -75.55061799999999)",1285,8WOR,0,0,8,,-75550618,39744040
2854,8TH ST & SCOTT ST,"(39.751284000000055, -75.56848299999996)",1297,8WSC,0,0,8,,-75568483,39751284
2855,8TH ST & SHIPLEY ST,"(39.743648000000064, -75.54964399999994)",73,8WSH,1,1,"8, 14, 33, 34, 35, 40, 52, 54, 55",,-75549644,39743648
2856,8TH ST & GRANT AVE,"(39.75258400000007, -75.57165899999995)",1299,8WUN,0,0,8,,-75571659,39752584
2857,8TH ST & VAN BUREN ST,"(39.747719000000075, -75.55960199999998)",1291,8WVA,0,0,8,,-75559602,39747719
2858,8TH ST & WALNUT ST,"(39.74224300000003, -75.54627099999993)",1283,8WWA,0,0,8,,-75546271,39742243
2859,8TH ST & WEST ST,"(39.74462300000005, -75.55214099999995)",1286,8WWE,0,0,8,,-75552141,39744623
2860,9TH ST & MADISON ST,"(39.747086000000024, -75.55440599999997)",1321,91MA,0,0,8,,-75554406,39747086
2861,9TH ST & WALNUT ST,"(39.74341300000003, -75.54541199999994)",120,91WA,0,0,8,,-75545412,39743413
2862,US RT 9 & ARBYS,"(38.75006200000007, -75.16896199999996)",647,9ARB,0,0,206,,-75168962,38750062
2863,US RT 9 & STINGEY RD,"(38.74610700000005, -75.18030799999997)",651,9BEL,0,0,206,,-75180308,38746107
2864,US RT 9 & STINGEY LN,"(38.74587900000006, -75.18038399999995)",646,9BLL,0,0,206,,-75180384,38745879
2865,US RT 9 & DEL RT 30,"(38.713963000000035, -75.31745299999994)",653,9D30,0,0,"206, 303",,-75317453,38713963
2866,US RT 9 & DEL RT 5,"(38.72442500000005, -75.28745199999997)",434,9DE5,0,0,"206, 303",,-75287452,38724425
2867,US RT 9 & DOLLAR STORE,"(38.695152000000064, -75.37929399999996)",643,9DOL,1,0,"206, 303, 901",,-75379294,38695152
2868,US RT 9 & DEL RT5,"(38.72480800000005, -75.28622399999995)",439,9DR5,0,0,"206, 303",,-75286224,38724808
2869,US RT 9 & RD 281,"(38.73418900000007, -75.23823999999996)",435,9E28,0,0,206,,-75238240,38734189
2870,US RT 9 @ AIRPORT RD,"(38.69867700000003, -75.36928799999998)",3545,9EAR,0,0,"206, 303",,-75369288,38698677
2871,9TH ST & BROOM ST,"(39.750391000000036, -75.56271099999998)",1314,9EBR,0,0,8,,-75562711,39750391
2872,9TH ST & CLAYTON ST,"(39.75144000000006, -75.56499999999994)",118,9ECL,0,0,8,,-75565000,39751440
2873,9TH ST & DUPONT ST,"(39.752046000000064, -75.56656499999997)",1313,9EDU,0,0,8,,-75566565,39752046
2874,US RT 9 @ FISHER RD,"(38.72965800000003, -75.26105799999993)",3389,9EFR,0,0,206,,-75261058,38729658
2875,9TH ST & JACKSON ST,"(39.74849700000004, -75.55800699999998)",1318,9EJA,0,0,8,,-75558007,39748497
2876,9TH ST & JEFFERSON ST,"(39.74679700000007, -75.55362299999996)",1322,9EJE,0,0,8,,-75553623,39746797
2877,9TH ST & KING ST,"(39.74416100000008, -75.54724299999998)",1325,9EKI,0,0,8,,-75547243,39744161
2878,9TH ST & LINCOLN ST,"(39.75289900000007, -75.56883999999997)",1311,9ELI,0,0,8,,-75568840,39752899
2879,9TH ST & LOMBARD ST,"(39.74268100000006, -75.54371999999995)",1326,9ELO,0,0,8,,-75543720,39742681
2880,9TH ST & MARKET ST,"(39.74469000000005, -75.54873099999998)",119,9EMA,1,1,"5, 8, 47",,-75548731,39744690
2881,9TH ST & MONROE ST,"(39.74769100000003, -75.55580599999996)",1320,9EMO,0,0,8,,-75555806,39747691
2882,9TH ST & ORANGE ST,"(39.74507300000005, -75.54943399999996)",1324,9EOR,0,0,8,,-75549434,39745073
2883,9TH ST & PINE ST,"(39.74214600000005, -75.54236599999996)",1327,9EPI,0,0,8,,-75542366,39742146
2884,9TH ST & SCOTT ST,"(39.75238400000006, -75.56743799999998)",1312,9ESC,0,0,8,,-75567438,39752384
2885,9TH ST & SPRUCE ST,"(39.74165500000004, -75.54119199999997)",114,9ESP,0,0,8,,-75541192,39741655
2886,US RT 9 @ STIENER RD,"(38.708015000000046, -75.33764499999995)",3387,9EST,0,0,"206, 303",,-75337645,38708015
2887,9TH ST & VAN BUREN ST,"(39.74893300000008, -75.55911499999996)",1317,9EVA,0,0,8,,-75559115,39748933
2888,9TH ST & WASHINGTON ST,"(39.746327000000065, -75.55259299999994)",1323,9EWA,0,0,8,,-75552593,39746327
2889,9TH ST @ GRANT AVE,"(39.753798000000074, -75.57084399999997)",3778,9GRA,0,0,8,,-75570844,39753798
2890,US RT 9 & OP HUNTERS MILL,"(38.728504000000044, -75.26686499999994)",645,9HUM,0,0,206,,-75266865,38728504
2891,US RT 9 & HUNTERS MILL,"(38.72867900000006, -75.26679999999999)",652,9HUN,0,0,206,,-75266800,38728679
2892,US RT 9 & N RAILROAD AVE,"(38.692120000000045, -75.38341399999996)",440,9NRA,0,0,"206, 303",,-75383414,38692120
2893,US RT 9 & N RAILROAD AVE,"(38.692124000000035, -75.38318599999997)",433,9NRR,0,0,"206, 303",,-75383186,38692124
2894,US RT 9 & DEL RT 30,"(38.71373200000005, -75.31767399999995)",644,9R30,0,0,"206, 303",,-75317674,38713732
2895,US RT 9 OPPOSITE THE VINEYARDS SOCIAL SECURITY EB,"(38.74181500000003, -75.19126499999999)",3908,9SSE,0,0,206,,-75191265,38741815
2896,US RT 9 AT THE VINEYARDS SOCIAL SECURITY WB,"(38.74212600000004, -75.19092699999999)",3909,9SSW,0,1,206,,-75190927,38742126
2897,US RT 9 & OP SUSSEX EAST,"(38.73968300000007, -75.19988899999998)",436,9SUE,0,0,206,,-75199889,38739683
2898,US RT 9 & SUSSEX EAST,"(38.73978400000004, -75.20052399999997)",437,9SUS,0,0,206,,-75200524,38739784
2899,US RT 9 & OP DOLLAR STORE,"(38.695111000000054, -75.37955099999994)",654,9WDO,0,0,"206, 303",,-75379551,38695111
2900,US RT 9 @ FISHER RD,"(38.729603000000054, -75.26209199999994)",3390,9WFR,0,0,206,,-75262092,38729603
2901,US RT 9 @ SAND HILL RD,"(38.698905000000025, -75.36901499999993)",3546,9WSH,0,0,"206, 303",,-75369015,38698905
2902,US RT 9 OP STIENER RD,"(38.70821200000006, -75.33726499999995)",3388,9WST,0,0,"206, 303",,-75337265,38708212
2903,COMMONS BLVD & EASTER SEALS,"(39.68517500000007, -75.61520299999995)",1722,A1EA,0,0,"10, 15",,-75615203,39685175
2904,A ST OP BUTTONWOOD ST,"(39.73091500000004, -75.54454299999998)",1923,A1TO,0,0,14,,-75544543,39730915
2905,APPLEBY RD & OP WINBURNE DR,"(39.65960700000005, -75.63872999999995)",2156,A1WI,1,1,13,,-75638730,39659607
2906,A ST & WALNUT ST,"(39.73370500000004, -75.55130899999995)",1925,A1WN,0,0,14,,-75551309,39733705
2907,MALL ACCESS RD & OLD BALTIMORE PK,"(39.67412900000005, -75.65697299999994)",2459,ACEB,0,0,"34, 40, 54, 55",,-75656973,39674129
2908,CHUBB ON SITE EAST,"(39.831090000000074, -75.54498899999999)",3858,ACEE,0,0,35,,-75544989,39831090
2909,CHUBB ON SITE WEST,"(39.83115200000003, -75.54489499999994)",3857,ACEW,0,0,35,,-75544895,39831152
2910,OLD BALTIMORE PK AT MALL ACCESS RD,"(39.673876000000064, -75.65818399999995)",2406,ACWB,0,0,"34, 40, 54, 55",,-75658184,39673876
2911,AIRPORT RD @ DMV,"(39.67481500000008, -75.62825799999996)",3697,ADMV,0,0,10,,-75628258,39674815
2912,AUGUSTINE C-OFF & 18TH ST,"(39.761532000000045, -75.55406899999997)",2302,AE18,0,0,28,,-75554069,39761532
2913,A ST & S. CLAYMONT,"(39.729840000000024, -75.54182299999997)",3921,AECL,0,0,8,,-75541823,39729840
2914,A ST & OP HUMANE SOCTY,"(39.73169000000007, -75.54676299999994)",1859,AEHS,0,0,14,,-75546763,39731690
2915,A ST & TOWNSEND ST,"(39.73060600000008, -75.54414199999997)",1860,AETO,0,0,14,,-75544142,39730606
2916,AUGUSTINE C-OFF & OP WAWASET RD,"(39.76049400000005, -75.55840399999994)",2301,AEWA,0,0,28,,-75558404,39760494
2917,AIRPORT RD & CHURCHMANS RD,"(39.677136000000075, -75.62551199999996)",238,AICH,0,0,"10, 15",,-75625512,39677136
2918,AI DUPONT HOSP & ONSITE,"(39.78008900000003, -75.55742299999997)",259,AIHO,0,0,"28, 48",,-75557423,39780089
2919,ASH LN OP FOXTAIL LANE,"(39.459313000000066, -75.72401499999995)",3724,ALOF,0,0,43,,-75724015,39459313
2920,ANCHOR MILL ROAD OP 5 BELOW INC,"(39.67396000000008, -75.55661199999997)",3669,AM5B,1,1,15,,-75556612,39673960
2921,AMAZON.COM ON-SITE,"(39.66439200000008, -75.59183399999995)",3834,AMA1,0,0,25,,-75591834,39664392
2922,CENTERPOINT BLVD AT AMAZON.COM,"(39.66411900000003, -75.58759399999997)",3202,AMAZ,0,0,25,,-75587594,39664119
2923,AMAZON DISTRIBUTION CENTER,"(39.44132900000005, -75.73766599999993)",3832,AMMI,1,1,"43, 47, 302",,-75737666,39441329
2924,AIRPORT RD OP CAWDOR LN,"(39.67107100000004, -75.63151399999998)",3620,ANCA,0,0,10,,-75631514,39671071
2925,AIRPORT RD & EDINBURGH DR,"(39.66974200000004, -75.63287699999995)",1715,ANED,0,0,10,,-75632877,39669742
2926,APPLEBY RD & FRENCHTOWN RD,"(39.66126000000003, -75.64060099999995)",2157,ANFR,1,1,13,,-75640601,39661260
2927,AIRPORT RD & OP MOWERY RD,"(39.681620000000066, -75.62125999999995)",1720,ANMO,0,0,"10, 15",,-75621260,39681620
2928,AIRPORT RD & OP OL CHURCHMANS RD,"(39.67913200000004, -75.62339299999996)",1719,ANOL,0,0,"10, 15",,-75623393,39679132
2929,AIRPORT RD & PRESTWICK DR,"(39.67328800000007, -75.62937099999994)",1717,ANPR,0,0,10,,-75629371,39673288
2930,APPLEBY RD & SAYBROOK WAY,"(39.65756200000004, -75.63659399999995)",2155,ANSA,1,1,13,,-75636594,39657562
2931,AIRPORT RD & SCHLEY RD,"(39.68387500000006, -75.61917899999997)",1721,ANSC,0,0,"10, 15",,-75619179,39683875
2932,AIRPARK PLAZA & NEMOURS CLINIC,"(38.928784000000064, -75.43318599999998)",2944,APNC,0,0,303,,-75433186,38928784
2933,APPLEBY RD & WINBURNE DR,"(39.65995900000007, -75.63940699999995)",3847,APWI,0,0,13,,-75639407,39659959
2934,AIRPORT RD @ CAWDOR LN,"(39.67136100000005, -75.63145799999995)",3492,ASCA,0,0,10,,-75631458,39671361
2935,AIRPORT RD & CHURCHMANS RD,"(39.677721000000076, -75.62535299999996)",231,ASCH,0,0,"10, 15",,-75625353,39677721
2936,AIRPORT RD & CHERRY RD,"(39.67343000000005, -75.62944799999997)",1704,ASCY,0,0,10,,-75629448,39673430
2937,APPLEBY RD & OLD FORGE RD,"(39.65416000000005, -75.63434399999994)",3774,ASFO,0,0,"13, 54",,-75634344,39654160
2938,APPLEBY RD & FRENCHTOWN RD,"(39.66176100000007, -75.64135399999998)",2139,ASFR,0,0,13,,-75641354,39661761
2939,AIRPORT RD & MOWERY RD,"(39.68183200000004, -75.62142599999999)",1701,ASMO,0,0,"10, 15",,-75621426,39681832
2940,AIRPORT RD & OP SCHLEY RD,"(39.684116000000074, -75.61928499999993)",1700,ASSC,0,0,"10, 15",,-75619285,39684116
2941,A ST @ S. CLAYMONT ST,"(39.729644000000064, -75.54178699999994)",3918,ASTC,0,0,8,,-75541787,39729644
2942,APPLEBY RD & WILTON BLVD,"(39.65537400000005, -75.63519499999995)",2142,ASWI,0,0,13,,-75635195,39655374
2943,FEDERAL ST @ WHARTON ST,"(38.775231000000076, -75.31141299999996)",2927,ATFD,0,0,303,,-75311413,38775231
2944,FEDERAL ST OP WHARTON ST,"(38.77488600000004, -75.31178799999998)",2961,ATFE,0,0,303,,-75311788,38774886
2945,AUGUSTINE C-OFF & 18TH ST,"(39.761633000000074, -75.55463099999997)",2311,AW18,0,0,28,,-75554631,39761633
2946,A ST & HUMANE SOCIETY,"(39.73190600000004, -75.54700699999995)",1924,AWHS,0,0,14,,-75547007,39731906
2947,AUGUSTINE C-OFF & WAWASET RD,"(39.76059900000007, -75.55854299999999)",2312,AWWA,0,0,28,,-75558543,39760599
2948,BOXWOOD RD AT BOXWOOD AVE,"(39.72381100000007, -75.60018499999995)",3886,B0B0,0,0,9,,-75600185,39723811
2949,BRANDYWINE BLVD & HIGHLAND AVE,"(39.76831600000003, -75.49730699999998)",43,B0HI,0,0,31,,-75497307,39768316
2950,BASIN RD & JAY DR,"(39.68629000000004, -75.59437099999997)",1692,B0JA,0,0,15,,-75594371,39686290
2951,BRANDYWINE BLVD & LINDAMERE ENT,"(39.76404500000007, -75.50226699999996)",39,B0LI,0,0,31,,-75502267,39764045
2952,BRANDYWINE BLVD & MARION AVE,"(39.766324000000054, -75.49999699999995)",41,B0MA,0,0,31,,-75499997,39766324
2953,BASIN RD & OP NEWS JOURNAL,"(39.69546900000006, -75.60108099999997)",230,B0NE,0,0,10,,-75601081,39695469
2954,BASIN RD & COMMONS BLVD,"(39.69222300000007, -75.59857399999999)",172,B1CO,0,0,15,,-75598574,39692223
2955,BRANDYWINE BLVD & MAPLE AVE,"(39.76546500000006, -75.50105299999996)",782,B1MA,0,0,31,,-75501053,39765465
2956,BASIN RD & OP E ROOSEVLT AVE,"(39.67498200000006, -75.58680599999997)",1730,B1RO,0,0,15,,-75586806,39674982
2957,BASIN RD & WM PENN HS SOUTH,"(39.668787000000066, -75.58238099999994)",1733,B1WI,0,0,15,,-75582381,39668787
2958,BAYLOR CORRECTIONAL FACILTY,"(39.70280800000006, -75.58110499999998)",3695,BACO,1,0,14,,-75581105,39702808
2959,BABB DRIVE & LUTHER VILLAGE,"(39.159733000000074, -75.50805399999996)",3662,BALT,1,1,"106, 119",,-75508054,39159733
2960,MONROE ST AT BRANDYWINE VILLAGE APTS,"(38.587825000000066, -75.29216199999996)",3895,BAMO,0,0,902,,-75292162,38587825
